Well,528/20,590/20
A1,1294
B1,2069
C1,3002
D1,2
E1,1379
F1,1508
G1,1416
H1,1
A2,1354
B2,3335
C2,5625
D2,1
E2,1321
F2,1375
G2,1428
H2,1
A3,1335
B3,4012
C3,6550
D3,1
E3,0
F3,0
G3,2
H3,1
A4,1323
B4,6045
C4,11450
D4,1
E4,1
F4,1
G4,1
H4,2
A5,1256
B5,4689
C5,9697
D5,1
E5,2
F5,1
G5,1
H5,1
A6,1341
B6,3516
C6,6233
D6,3
E6,1
F6,1
G6,2
H6,1
A7,1385
B7,4443
C7,9050
D7,1
E7,0
F7,1
G7,2
H7,1
A8,1338
B8,3552
C8,6053
D8,1
E8,1
F8,0
G8,1
H8,1
A9,1403
B9,3473
C9,6306
D9,1
E9,1
F9,1
G9,0
H9,1
A10,1388
B10,5690
C10,10873
D10,2
E10,2
F10,1
G10,1
H10,0
A11,1345
B11,5745
C11,10224
D11,1
E11,0
F11,2
G11,1
H11,1
A12,1252
B12,5733
C12,10266
D12,1
E12,2
F12,1
G12,1
H12,1

